CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
P4610800G,17,46,106,A,A,000,Chelva                                                                ,P4600157D,17,00,086,C,C,000,C. Forestal del Turia                                                 , ,,
P4610900E,17,46,107,A,A,000,Chella                                                                ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4610900E,17,46,107,A,A,000,Chella                                                                ,P9614703H,17,46,107,A,V,001,Conserv. M. Maestro Ponce                                             ,AAPP,30/11/2007,
P4611000C,17,46,108,A,A,000,Chera                                                                 ,G97160337,17,00,013,N,N,000,Asoc. Grupo de Acción Local Tierras del Interior                      , ,,
P4611000C,17,46,108,A,A,000,Chera                                                                 ,P4600157D,17,00,086,C,C,000,C. Forestal del Turia                                                 , ,,
P4611100A,17,46,109,A,A,000,Cheste                                                                ,G96565890,17,00,012,N,N,000,Asoc. Promoción Interior Hoya de Buñol - Chiva                        , ,,
P4611200I,17,46,110,A,A,000,Xirivella                                                             ,P4600076F,17,00,054,C,C,000,C. Aguas de L'Horta                                                   , ,,
P4611300G,17,46,111,A,A,000,Chiva                                                                 ,G96565890,17,00,012,N,N,000,Asoc. Promoción Interior Hoya de Buñol - Chiva                        , ,,
P4611300G,17,46,111,A,A,000,Chiva                                                                 ,A96719653,17,46,111,A,P,001,S. A. M. Desarrollo (ADELSA)                                          , ,,S
P4611300G,17,46,111,A,A,000,Chiva                                                                 ,A98004989,17,46,111,A,P,002,Suma Chiva S.A.                                                       , ,,S
P4611400E,17,46,112,A,A,000,Chulilla                                                              ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4611400E,17,46,112,A,A,000,Chulilla                                                              ,B97706964,17,46,112,A,P,001,Servicios y Suministros Municipales de Chulilla S.L.                  , ,,S
P4611600J,17,46,114,A,A,000,Domeño                                                                ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4611600J,17,46,114,A,A,000,Domeño                                                                ,B98478969,17,46,114,A,P,001,"SERVIDOMEÑO, S.L.                                                     ", ,,S
P4611600J,17,46,114,A,A,000,Domeño                                                                ,P4600157D,17,00,086,C,C,000,C. Forestal del Turia                                                 , ,,
P4611700H,17,46,115,A,A,000,Dos Aguas                                                             ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4612000B,17,46,118,A,A,000,Enguera                                                               ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4612000B,17,46,118,A,A,000,Enguera                                                               ,P9612001I,17,46,118,A,V,001,P. Deportivo Municipal                                                ,AAPP,01/10/2014,
P4612000B,17,46,118,A,A,000,Enguera                                                               ,B98109721,17,46,118,A,P,001,Eléctricas la Enguerina S.L.                                          ,S. no Financieras,01/10/2014,S
P4612300F,17,46,121,A,A,000,Estubeny                                                              ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4613000A,17,46,128,A,A,000,Font de la Figuera (la)                                               ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4613100I,17,46,129,A,A,000,Fuenterrobles                                                         ,G97160337,17,00,013,N,N,000,Asoc. Grupo de Acción Local Tierras del Interior                      , ,,
P4613200G,17,46,130,A,A,000,Gavarda                                                               ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4613300E,17,46,131,A,A,000,Gandia                                                                ,A97767032,17,46,131,A,P,002,"Iniciatives Publiques de Gandia, S.A.                                 ",AAPP,01/08/2013,S
P4613300E,17,46,131,A,A,000,Gandia                                                                ,P9613301B,17,46,131,A,V,002,C. Estudios Comarcales Alfons El Vell                                 ,AAPP,01/08/2013,
P4613300E,17,46,131,A,A,000,Gandia                                                                ,P9613302J,17,46,131,A,V,004,O. Aut. Leandro Calvo                                                 ,AAPP,01/08/2013,
P4613300E,17,46,131,A,A,000,Gandia                                                                ,G98330566,17,00,078,C,C,000,C. Pacte Territorial per l'Ocupacio Comarca de la Safor               , ,01/08/2013,
P4613300E,17,46,131,A,A,000,Gandia                                                                ,B98231434,17,46,131,A,P,005,Actuacions Ambientals Integrals S.L.                                  , ,01/08/2013,S
P4613500J,17,46,133,A,A,000,Gestalgar                                                             ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4613800D,17,46,136,A,A,000,Godelleta                                                             ,G96565890,17,00,012,N,N,000,Asoc. Promoción Interior Hoya de Buñol - Chiva                        , ,,
P4613900B,17,46,137,A,A,000,Granja de la Costera (la)                                             ,B98089139,17,46,137,A,P,001,La Granja Desarrolla S.L.                                             , ,,S
P4614300D,17,46,141,A,A,000,Higueruelas                                                           ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4614400B,17,46,142,A,A,000,Jalance                                                               ,B96613609,17,00,000,F,P,010,Hotel del Valle Jalance                                               , ,,S
P4614700E,17,46,145,A,A,000,Xàtiva                                                                ,A97776868,17,00,067,C,C,000,C. Ejecución Previsiones Plan Técnico Televisión Digital Ontinyent-Xà , ,01/11/2013,
P4614700E,17,46,145,A,A,000,Xàtiva                                                                ,A96814355,17,46,145,A,P,001,"Prom. Económica de Xàtiva, S.A. (PROEXA, S.A.)                        ", ,,S
P4614700E,17,46,145,A,A,000,Xàtiva                                                                ,P9614701B,17,46,145,A,V,002,Consell Esportiu Municipal                                            ,AAPP,30/11/2007,
P4615000I,17,46,148,A,A,000,Loriguilla                                                            ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4615000I,17,46,148,A,A,000,Loriguilla                                                            ,G98132632,17,46,148,A,O,001,F. Deportiva Municipal                                                ,AAPP,30/11/2007,
P4615000I,17,46,148,A,A,000,Loriguilla                                                            ,B97578009,17,46,148,A,P,001,"Loriguilla Residencial e Industrial S.U. M., S.L.                     ", ,,S
P4615100G,17,46,149,A,A,000,Losa del Obispo                                                       ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4616000H,17,46,158,A,A,000,Macastre                                                              ,G96565890,17,00,012,N,N,000,Asoc. Promoción Interior Hoya de Buñol - Chiva                        , ,,
P4616600E,17,46,164,A,A,000,Massamagrell                                                          ,P9620102E,17,00,045,C,C,000,C. Comarcal Serv. Sociales de l'Horta Nord                            ,AAPP,01/03/2014,
P4616600E,17,46,164,A,A,000,Massamagrell                                                          ,B98199912,17,46,164,A,P,001,Agencia Municipal de Actividades y Servicios S.L.                     , ,01/03/2014,S
P4616800A,17,46,166,A,A,000,Meliana                                                               ,P9616801H,17,46,166,A,V,001,Inst. M. Cultura                                                      ,AAPP,30/11/2007,
P4616900I,17,46,167,A,A,000,Millares                                                              ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
